city,state_code,race,count
SAVANNAH,GA,American Indian and Alaska Native,2116
DECATUR,IL,Asian,1343
EDMOND,OK,White,78979
SAINT PETERSBURG,FL,Asian,10893
SANTA ANA,CA,Hispanic or Latino,262436
TRENTON,NJ,Hispanic or Latino,30613
DAVIS,CA,Hispanic or Latino,9041
HESPERIA,CA,Hispanic or Latino,53765
CEDAR PARK,TX,Asian,5654
BAKERSFIELD,CA,Asian,31929
MEDFORD,OR,Hispanic or Latino,14294
PASADENA,TX,Asian,1570
IRVING,TX,Hispanic or Latino,97862
WILMINGTON,NC,Hispanic or Latino,6811
WHITTIER,CA,Asian,3503
CHARLESTON,SC,American Indian and Alaska Native,633
GREENVILLE,NC,American Indian and Alaska Native,917
REDONDO BEACH,CA,Hispanic or Latino,8858
WALNUT CREEK,CA,Hispanic or Latino,5212
KNOXVILLE,TN,Hispanic or Latino,8640
NORTH RICHLAND HILLS,TX,Asian,5295
COLUMBUS,OH,Black or African-American,256764
STAMFORD,CT,Black or African-American,24329
CLIFTON,NJ,Hispanic or Latino,33176
BAY,TX,Hispanic or Latino,31672
SCRANTON,PA,Hispanic or Latino,11301
LOVELAND,CO,Asian,1549
LOWELL,MA,Hispanic or Latino,22095
LOWELL,MA,Black or African-American,7310
PLYMOUTH,MN,Asian,5561
LAS VEGAS,NV,Asian,55745
MOUNT PLEASANT,SC,Black or African-American,3730
MENIFEE,CA,Black or African-American,7773
BLOOMINGTON,IL,Black or African-American,11240
WARNER ROBINS,GA,American Indian and Alaska Native,1309
TALLAHASSEE,FL,Black or African-American,69135
HEMET,CA,White,67817
ARLINGTON,VA,American Indian and Alaska Native,845
ANAHEIM,CA,American Indian and Alaska Native,2489
CORONA,CA,Hispanic or Latino,68592
FRANKLIN,TN,Asian,3911
COLLEGE STATION,TX,Black or African-American,11316
PEORIA,AZ,American Indian and Alaska Native,3108
BEND,OR,Hispanic or Latino,8173
TURLOCK,CA,Black or African-American,2307
THORNTON,CO,American Indian and Alaska Native,2967
CRANSTON,RI,American Indian and Alaska Native,839
WHITTIER,CA,Hispanic or Latino,61249
WHITTIER,CA,Black or African-American,1262
ROCHESTER,NY,Black or African-American,93072
ROCHESTER,NY,Asian,8748
NORFOLK,VA,American Indian and Alaska Native,3259
RICHARDSON,TX,American Indian and Alaska Native,1439
MISSION,TX,Asian,3075
BUFFALO,NY,Black or African-American,101254
OCEANSIDE,CA,Asian,20882
COLUMBIA,MO,Black or African-American,15489
BOISE,ID,Black or African-American,4413
PEMBROKE PINES,FL,Asian,12910
TOMS RIVER,NJ,Asian,4691
PLYMOUTH,MN,Black or African-American,6938
LAS VEGAS,NV,White,429142
LAYTON,UT,Black or African-American,2710
ANCHORAGE,AK,White,212696
SAN DIEGO,CA,Hispanic or Latino,425414
KENNER,LA,White,44863
AURORA,IL,American Indian and Alaska Native,1179
MADISON,WI,Black or African-American,20424
DAYTON,OH,Hispanic or Latino,4945
SUGAR LAND,TX,Asian,33469
ANN ARBOR,MI,Hispanic or Latino,5888
PEORIA,AZ,Black or African-American,8514
CHARLOTTE,NC,Black or African-American,301568
CONCORD,NC,American Indian and Alaska Native,216
MURRIETA,CA,Asian,16041
ABILENE,TX,Hispanic or Latino,33222
CENTREVILLE,VA,Hispanic or Latino,9613
DEERFIELD BEACH,FL,American Indian and Alaska Native,698
BUENA PARK,CA,Hispanic or Latino,32915
SKOKIE,IL,Asian,20272
MISSOURI CITY,TX,White,20590
ORANGE,CA,Black or African-American,2853
HOOVER,AL,Hispanic or Latino,3430
GRAND PRAIRIE,TX,Hispanic or Latino,85543
DELTONA,FL,Asian,1292
DELTONA,FL,American Indian and Alaska Native,651
KIRKLAND,WA,Black or African-American,1041
FORT SMITH,AR,Hispanic or Latino,17104
TUSCALOOSA,AL,American Indian and Alaska Native,261
WEST COVINA,CA,White,48046
SPRINGFIELD,IL,Black or African-American,25327
O'FALLON,MO,American Indian and Alaska Native,685
MIAMI,FL,Asian,4613
MUNCIE,IN,Hispanic or Latino,2499
BELLINGHAM,WA,White,74183
MISSION VIEJO,CA,Hispanic or Latino,18913
DALE CITY,VA,Hispanic or Latino,23868
APPLE VALLEY,CA,Asian,2281
ESCONDIDO,CA,Black or African-American,5631
UNION CITY,NJ,American Indian and Alaska Native,545
UPLAND,CA,Hispanic or Latino,30787
ROSEVILLE,CA,White,103853
TRACY,CA,Hispanic or Latino,32810
BOULDER,CO,Hispanic or Latino,9795
TOLEDO,OH,White,188325
SOUTH JORDAN,UT,Hispanic or Latino,4672
SAVANNAH,GA,Black or African-American,82307
MACON,GA,Black or African-American,84569
ALBUQUERQUE,NM,Hispanic or Latino,271854
THE VILLAGES,FL,White,72211
EDMOND,OK,Hispanic or Latino,6187
PLANO,TX,American Indian and Alaska Native,3771
CENTENNIAL,CO,White,98174
SUNRISE,FL,Asian,3501
COLUMBIA,MD,White,58343
CLEVELAND,OH,White,166958
CASAS ADOBES,AZ,American Indian and Alaska Native,2047
PHOENIX,AZ,Asian,66403
MANTECA,CA,White,56156
CARROLLTON,TX,Hispanic or Latino,46850
MEDFORD,OR,Asian,2135
MEDFORD,OR,American Indian and Alaska Native,1239
ODESSA,TX,Black or African-American,7647
KENNEWICK,WA,Black or African-American,2887
LITTLE ROCK,AR,Hispanic or Latino,15500
TEMPE,AZ,Black or African-American,11293
TEMPE,AZ,Asian,17338
ARLINGTON,TX,Hispanic or Latino,112078
ARLINGTON,TX,Asian,31804
EDINBURG,TX,White,77560
HAYWARD,CA,Black or African-American,20219
GILBERT,AZ,White,211322
GILBERT,AZ,American Indian and Alaska Native,5965
FORT COLLINS,CO,Asian,7913
YONKERS,NY,White,129492
WEST VALLEY CITY,UT,Asian,9550
LANCASTER,CA,Black or African-American,36007
MORENO VALLEY,CA,White,90391
EL MONTE,CA,Asian,33384
MELBOURNE,FL,Hispanic or Latino,6060
OLATHE,KS,Hispanic or Latino,16131
RALEIGH,NC,Hispanic or Latino,51786
ALBANY,NY,American Indian and Alaska Native,1611
COMPTON,CA,American Indian and Alaska Native,298
MOUNT VERNON,NY,White,13106
CAPE CORAL,FL,Black or African-American,7311
BISMARCK,ND,White,64719
CLEVELAND,OH,Black or African-American,205395
CLEVELAND,OH,American Indian and Alaska Native,6140
HOUSTON,TX,American Indian and Alaska Native,13157
NORWALK,CT,American Indian and Alaska Native,552
SOUTHFIELD,MI,Hispanic or Latino,573
PAWTUCKET,RI,Black or African-American,15513
OREM,UT,Asian,3862
FLAGSTAFF,AZ,Black or African-American,3144
HUNTINGTON BEACH,CA,American Indian and Alaska Native,2843
BOSTON,MA,Black or African-American,189347
EVANSTON,IL,Asian,8800
WEST VALLEY CITY,UT,White,89145
SURPRISE,AZ,Asian,3153
EL CAJON,CA,Hispanic or Latino,31542
MIRAMAR,FL,Hispanic or Latino,46767
JOHNS CREEK,GA,White,48414
RAPID CITY,SD,Asian,2170
MANCHESTER,NH,American Indian and Alaska Native,558
MERIDIAN,ID,White,84625
SIOUX FALLS,SD,Asian,4689
DURHAM,NC,White,127680
WICHITA FALLS,TX,Black or African-American,14529
HUNTSVILLE,AL,White,121904
FREMONT,CA,Black or African-American,7762
WILMINGTON,NC,American Indian and Alaska Native,742
AMARILLO,TX,Hispanic or Latino,65392
PHARR,TX,White,73694
PHARR,TX,Black or African-American,204
CHICAGO,IL,American Indian and Alaska Native,23323
SPOKANE VALLEY,WA,Hispanic or Latino,5110
ROCHESTER,NY,Hispanic or Latino,38004
NORFOLK,VA,Asian,11854
REDDING,CA,American Indian and Alaska Native,4352
PALATINE,IL,White,46246
LAKE CHARLES,LA,Hispanic or Latino,3157
FRISCO,TX,Black or African-American,10821
GRAND RAPIDS,MI,Asian,6057
CHESAPEAKE,VA,White,150414
WESTLAND,MI,White,60576
COLUMBIA,MO,White,96067
GLENDALE,AZ,Asian,15245
FISHERS,IN,Asian,7571
HARLINGEN,TX,White,61844
PEMBROKE PINES,FL,White,113624
PEMBROKE PINES,FL,American Indian and Alaska Native,1076
SPRINGDALE,AR,Black or African-American,1859
GOODYEAR,AZ,Hispanic or Latino,21603
JOLIET,IL,White,106160
LYNN,MA,White,50652
BRENTWOOD,NY,White,46347
ANCHORAGE,AK,American Indian and Alaska Native,36339
RIVERSIDE,CA,Asian,27675
TALLAHASSEE,FL,American Indian and Alaska Native,1368
MINNEAPOLIS,MN,Asian,33854
CORONA,CA,Asian,21044
SUNNYVALE,CA,Asian,69472
CONCORD,NC,Black or African-American,19027
ROCHESTER,MN,White,93477
ABILENE,TX,White,95487
SANTA CLARITA,CA,Black or African-American,9223
DEERFIELD BEACH,FL,Hispanic or Latino,12729
BILLINGS,MT,Asian,1873
LAWRENCE,KS,White,79793
BEAUMONT,TX,Hispanic or Latino,18815
TUSTIN,CA,Hispanic or Latino,33998
CHICO,CA,Black or African-American,3164
HOOVER,AL,White,61869
RANCHO CUCAMONGA,CA,Hispanic or Latino,65823
COLUMBIA,SC,White,73232
FEDERAL WAY,WA,White,59035
URBAN HONOLULU,HI,White,110508
URBAN HONOLULU,HI,American Indian and Alaska Native,5592
GAINESVILLE,FL,White,87612
RICHMOND,CA,Hispanic or Latino,45132
PEORIA,IL,White,77074
OAKLAND,CA,Hispanic or Latino,114054
PARADISE,NV,White,147624
BROKEN ARROW,OK,White,94366
CINCINNATI,OH,American Indian and Alaska Native,3362
NEW BRAUNFELS,TX,Black or African-American,3471
LIVERMORE,CA,Asian,14116
FONTANA,CA,White,85044
LAUDERHILL,FL,White,10788
LAUDERHILL,FL,Black or African-American,56948
WORCESTER,MA,Hispanic or Latino,39000
SANTA ROSA,CA,American Indian and Alaska Native,8859
UNION CITY,CA,Hispanic or Latino,13207
FORT LAUDERDALE,FL,White,109751
FORT LAUDERDALE,FL,Asian,3791
RICHMOND,VA,White,104568
OGDEN,UT,Asian,1911
CEDAR RAPIDS,IA,Asian,5406
ALBUQUERQUE,NM,American Indian and Alaska Native,32243
FAYETTEVILLE,NC,White,102075
CORAL SPRINGS,FL,American Indian and Alaska Native,1262
BRANDON,FL,Hispanic or Latino,26224
NEW ORLEANS,LA,American Indian and Alaska Native,2496
SEATTLE,WA,Asian,121507
TOWN 'N' COUNTRY,FL,Asian,3347
SAINT CLOUD,MN,American Indian and Alaska Native,1169
SURPRISE,AZ,American Indian and Alaska Native,1883
LANCASTER,CA,Hispanic or Latino,57423
HARTFORD,CT,Black or African-American,49939
JACKSONVILLE,NC,White,51245
SANDY,UT,Black or African-American,522
DOTHAN,AL,White,43516
DELRAY BEACH,FL,Hispanic or Latino,6397
LEE'S SUMMIT,MO,Hispanic or Latino,4504
BELLEVUE,WA,American Indian and Alaska Native,1949
NEW ROCHELLE,NY,Asian,4218
OVERLAND PARK,KS,American Indian and Alaska Native,1264
WESTON,FL,White,61021
MCKINNEY,TX,Hispanic or Latino,31705
PASADENA,TX,Black or African-American,6204
TURLOCK,CA,White,59308
CRANSTON,RI,Hispanic or Latino,10418
SPRINGFIELD,MO,Black or African-American,10026
HENDERSON,NV,Black or African-American,18816
ROCHESTER,NY,White,105636
GARY,IN,Hispanic or Latino,6266
WACO,TX,Hispanic or Latino,40585
SAN BUENAVENTURA,CA,Black or African-American,1300
WALNUT CREEK,CA,White,57064
ATHENS-CLARKE COUNTY UNIFIED GOVERNMENT,GA,White,79931
SPOKANE,WA,White,193143
DAVIE,FL,White,79832
DALY CITY,CA,Hispanic or Latino,24316
EAGAN,MN,Black or African-American,8032
NASHVILLE,TN,Black or African-American,188844
TEMECULA,CA,White,85130
DAVENPORT,IA,Black or African-American,12761
WARWICK,RI,Hispanic or Latino,4723
WARWICK,RI,Black or African-American,1212
FLOWER MOUND,TX,White,61433
CHANDLER,AZ,Hispanic or Latino,57159
MEDFORD,OR,White,75464
LITTLE ROCK,AR,Asian,8423
TEMPE,AZ,American Indian and Alaska Native,4636
GASTONIA,NC,Hispanic or Latino,6653
GASTONIA,NC,White,46362
WESTLAND,MI,American Indian and Alaska Native,429
ALBANY,GA,Asian,650
COLUMBIA,MO,Hispanic or Latino,4956
COLUMBIA,MO,American Indian and Alaska Native,1713
YUMA,AZ,Asian,1180
FISHERS,IN,White,73361
AURORA,CO,Hispanic or Latino,109396
AURORA,CO,White,239803
TOMS RIVER,NJ,Hispanic or Latino,10267
RIVERSIDE,CA,White,225157
WARNER ROBINS,GA,Black or African-American,29307
KALAMAZOO,MI,Hispanic or Latino,4114
HEMET,CA,American Indian and Alaska Native,2288
CARMEL,IN,Black or African-American,2171
BLOOMINGTON,MN,Black or African-American,5828
SUGAR LAND,TX,Black or African-American,8993
CHARLOTTE,NC,White,446795
CAMBRIDGE,MA,Hispanic or Latino,9433
SUNNYVALE,CA,Black or African-American,4210
CONCORD,NC,Hispanic or Latino,11301
OSHKOSH,WI,White,60210
WEST JORDAN,UT,American Indian and Alaska Native,1211
BEAUMONT,TX,Asian,4079
MISSOURI CITY,TX,Asian,17854
CANTON,OH,White,53571
SPRING VALLEY,NV,American Indian and Alaska Native,2215
COLUMBIA,SC,Asian,3501
FEDERAL WAY,WA,Hispanic or Latino,14049
NEW BEDFORD,MA,American Indian and Alaska Native,346
JACKSONVILLE,FL,Black or African-American,282692
JERSEY CITY,NJ,American Indian and Alaska Native,3356
ELK GROVE,CA,Black or African-American,20185
AUGUSTA-RICHMOND COUNTY CONSOLIDATED GOVERNMENT,GA,Hispanic or Latino,9068
CARMICHAEL,CA,American Indian and Alaska Native,2603
SANDY SPRINGS,GA,Asian,7909
EVANSVILLE,IN,Black or African-American,17564
BERKELEY,CA,American Indian and Alaska Native,1868
UPLAND,CA,Asian,9182
CHATTANOOGA,TN,American Indian and Alaska Native,1092
MILWAUKEE,WI,Black or African-American,248149
SALEM,OR,Asian,6076
SALEM,OR,American Indian and Alaska Native,7678
FAYETTEVILLE,AR,Black or African-American,6927
LAKELAND,FL,White,75636
TOLEDO,OH,Black or African-American,85552
WESTMINSTER,CO,Black or African-American,3228
CONROE,TX,Asian,2302
ENTERPRISE,NV,American Indian and Alaska Native,2777
SAVANNAH,GA,White,57690
GERMAN,MD,Black or African-American,22273
SCHAUMBURG,IL,Hispanic or Latino,12545
HIGHLANDS RANCH,CO,American Indian and Alaska Native,1480
CHULA VISTA,CA,Asian,48506
YUBA CITY,CA,Black or African-American,1912
YORBA LINDA,CA,Black or African-American,1326
SAN CLEMENTE,CA,White,58849
AMES,IA,Asian,8979
BILLINGS,MT,American Indian and Alaska Native,6066
ROUND ROCK,TX,Asian,9685
CANTON,OH,Hispanic or Latino,3597
CANTON,OH,Black or African-American,21353
ORANGE,CA,American Indian and Alaska Native,658
REDWOOD CITY,CA,American Indian and Alaska Native,664
SILVER SPRING,MD,Black or African-American,21330
CHICO,CA,White,80467
SANTA FE,NM,Asian,1878
WAUKESHA,WI,Asian,2904
CITRUS HEIGHTS,CA,Black or African-American,5979
LONG BEACH,CA,Black or African-American,64948
BRIDGEPORT,CT,Hispanic or Latino,59036
RICHMOND,CA,White,36074
JERSEY CITY,NJ,Black or African-American,65051
KIRKLAND,WA,American Indian and Alaska Native,1155
SALINAS,CA,White,95283
SCHENECTADY,NY,Black or African-American,15640
GREEN BAY,WI,White,82033
VICTORVILLE,CA,White,86648
SANDY SPRINGS,GA,Black or African-American,15420
EVANSVILLE,IN,American Indian and Alaska Native,713
PITTSBURGH,PA,Hispanic or Latino,9266
MURFREESBORO,TN,American Indian and Alaska Native,1339
THE WOODLANDS,TX,American Indian and Alaska Native,2427
NEW BRAUNFELS,TX,American Indian and Alaska Native,648
PEARLAND,TX,Black or African-American,23779
APPLE VALLEY,CA,White,60767
LAUDERHILL,FL,American Indian and Alaska Native,1186
PERRIS,CA,White,23882
RACINE,WI,American Indian and Alaska Native,1371
SALEM,OR,Black or African-American,3770
BOLINGBROOK,IL,White,40458
SANTA MARIA,CA,Hispanic or Latino,81551
COSTA MESA,CA,Hispanic or Latino,38239
INGLEWOOD,CA,Hispanic or Latino,60873
FLINT,MI,American Indian and Alaska Native,1508
NEW HAVEN,CT,White,56251
SANTA BARBARA,CA,Asian,4964
CHULA VISTA,CA,White,183753
SANTA ANA,CA,American Indian and Alaska Native,4838
DETROIT,MI,White,104260
LOS ANGELES,CA,American Indian and Alaska Native,63758
PLEASANTON,CA,White,49934
CENTENNIAL,CO,American Indian and Alaska Native,1219
FLOWER MOUND,TX,American Indian and Alaska Native,1095
EAST ORANGE,NJ,American Indian and Alaska Native,535
CASAS ADOBES,AZ,White,58956
SAN ANTONIO,TX,Hispanic or Latino,937607
ODESSA,TX,White,106944
YOUNGS,OH,Hispanic or Latino,7564
CORAL SPRINGS,FL,Black or African-American,27225
OXNARD,CA,Black or African-American,7183
HAYWARD,CA,Asian,46285
MESA,AZ,Hispanic or Latino,131425
TOWN 'N' COUNTRY,FL,American Indian and Alaska Native,1622
FORT COLLINS,CO,Black or African-American,3176
EL CAJON,CA,White,84703
MIDLAND,TX,Asian,3279
SANDY,UT,Asian,5657
TROY,MI,White,56175
WINSTON-SALEM,NC,Hispanic or Latino,38321
MCKINNEY,TX,Asian,13882
LANSING,MI,American Indian and Alaska Native,5254
ALLEN,TX,White,69840
SPOKANE VALLEY,WA,American Indian and Alaska Native,2473
GARY,IN,Asian,537
WALNUT CREEK,CA,Asian,10831
LAKE CHARLES,LA,White,36346
LAKE CHARLES,LA,Asian,1444
WESTLAND,MI,Hispanic or Latino,2827
CARLSBAD,CA,Asian,11948
ORLANDO,FL,American Indian and Alaska Native,2374
GLENDALE,AZ,Hispanic or Latino,83711
GLENDALE,AZ,Black or African-American,16254
SAN JUAN,PR,American Indian and Alaska Native,4031
MAYAGÜEZ,PR,Asian,235
DENVER,CO,White,546370
WALDORF,MD,White,26788
WALDORF,MD,Black or African-American,47334
THOUSAND OAKS,CA,American Indian and Alaska Native,2690
LAWTON,OK,White,63948
SAN DIEGO,CA,Black or African-American,111650
KALAMAZOO,MI,American Indian and Alaska Native,954
ROCHESTER HILLS,MI,American Indian and Alaska Native,348
MADISON,WI,Hispanic or Latino,19697
CORONA,CA,American Indian and Alaska Native,2268
INDIO,CA,Hispanic or Latino,58852
INDIO,CA,American Indian and Alaska Native,1112
LEWISVILLE,TX,Asian,12412
CHARLOTTE,NC,Asian,55399
BUENA PARK,CA,White,48412
SKOKIE,IL,Black or African-American,4937
WEST JORDAN,UT,Black or African-American,3179
RANCHO CUCAMONGA,CA,American Indian and Alaska Native,2789
SUNRISE MANOR,NV,White,109960
GRAND PRAIRIE,TX,American Indian and Alaska Native,1754
EVERETT,WA,American Indian and Alaska Native,3645
NEWARK,NJ,Black or African-American,144961
WAUKESHA,WI,Black or African-American,1923
CHINO HILLS,CA,Black or African-American,3506
CHINO HILLS,CA,American Indian and Alaska Native,1773
PEORIA,IL,Hispanic or Latino,6874
SPRINGFIELD,MA,White,97171
NORTH LAS VEGAS,NV,Asian,20273
TUSCALOOSA,AL,Black or African-American,42331
AVONDALE,AZ,White,62176
SAN MATEO,CA,Asian,30573
LONGMONT,CO,Hispanic or Latino,24846
FALL RIVER,MA,Hispanic or Latino,9081
O'FALLON,MO,Asian,3447
MIAMI,FL,Hispanic or Latino,319942
MIAMI,FL,Black or African-American,87331
GREEN BAY,WI,Hispanic or Latino,16786
CARMICHAEL,CA,Asian,4205
EVANSVILLE,IN,Hispanic or Latino,3263
EVANSVILLE,IN,White,100055
MURFREESBORO,TN,Black or African-American,22651
APPLE VALLEY,CA,Hispanic or Latino,25928
MILPITAS,CA,Hispanic or Latino,11815
PERRIS,CA,Black or African-American,9393
SOUTH GATE,CA,Asian,971
SALEM,OR,Hispanic or Latino,39414
SANTA MONICA,CA,Asian,13283
BOULDER,CO,Asian,8772
RICHMOND,VA,Hispanic or Latino,14259
EAU CLAIRE,WI,American Indian and Alaska Native,876
MARYSVILLE,WA,Black or African-American,1800
PATERSON,NJ,Black or African-American,45858
CEDAR RAPIDS,IA,American Indian and Alaska Native,1243
SCHAUMBURG,IL,Black or African-American,2071
SCHAUMBURG,IL,Asian,21571
BROOKLYN PARK,MN,Black or African-American,22550
BROOKLYN PARK,MN,Asian,14443
PALO ALTO,CA,Asian,24055
FORT WAYNE,IN,Hispanic or Latino,21234
SUFFOLK,VA,American Indian and Alaska Native,504
ALBANY,NY,Hispanic or Latino,9368
BOYNTON BEACH,FL,Black or African-American,20616
DALLAS,TX,White,839169
SOUTH SAN FRANCISCO,CA,Hispanic or Latino,29173
SAN ANTONIO,TX,American Indian and Alaska Native,20752
CHANDLER,AZ,Black or African-American,16163
LAGUNA NIGUEL,CA,Hispanic or Latino,9203
PINE HILLS,FL,Asian,2209
BLOOMINGTON,IN,Black or African-American,5133
BLOOMINGTON,IN,American Indian and Alaska Native,912
ALAMEDA,CA,Black or African-American,7364
ANTIOCH,CA,Asian,14333
CLOVIS,CA,American Indian and Alaska Native,1876
NEW BRITAIN,CT,Black or African-American,9873
TULSA,OK,American Indian and Alaska Native,42129
WOODBURY,MN,Black or African-American,6054
TORRANCE,CA,Asian,54317
NEW YORK,NY,White,3835726
SAINT CLOUD,MN,White,59794
CAMDEN,NJ,Black or African-American,35237
LAKEWOOD,CA,Black or African-American,6123
SIMI VALLEY,CA,Hispanic or Latino,34032
RENO,NV,Black or African-American,9427
LORAIN,OH,Black or African-American,16388
MIDLAND,TX,Black or African-American,10379
HAWTHORNE,CA,Asian,7601
DELRAY BEACH,FL,Black or African-American,21138
LEE'S SUMMIT,MO,American Indian and Alaska Native,1251
BROCKTON,MA,White,40110
WESTON,FL,American Indian and Alaska Native,128
TROY,MI,Asian,22721
WINSTON-SALEM,NC,Black or African-American,87480
DURHAM,NC,Asian,15740
TEMPLE,TX,Asian,1781
COLORADO SPRINGS,CO,Hispanic or Latino,78711
AUSTIN,TX,Black or African-American,81861
CONCORD,CA,Black or African-American,6150
FULLERTON,CA,Asian,33937
MCKINNEY,TX,Black or African-American,16689
GREENSBORO,NC,White,144930
GREENSBORO,NC,Asian,12683
TURLOCK,CA,American Indian and Alaska Native,1187
MERCED,CA,American Indian and Alaska Native,2331
ELGIN,IL,American Indian and Alaska Native,789
ROCK HILL,SC,Black or African-American,28204
ROCHESTER,NY,American Indian and Alaska Native,4856
HOLLYWOOD,FL,Hispanic or Latino,53247
FRISCO,TX,White,111477
NORTH RICHLAND HILLS,TX,Black or African-American,5439
GRAND RAPIDS,MI,American Indian and Alaska Native,3436
COLUMBUS,OH,American Indian and Alaska Native,11496
MCALLEN,TX,American Indian and Alaska Native,664
CARLSBAD,CA,Black or African-American,876
VALLEJO,CA,Hispanic or Latino,28977
BILLINGS,MT,Black or African-American,2200
MISSOURI CITY,TX,Hispanic or Latino,10007
REDWOOD CITY,CA,White,51019
TUSTIN,CA,White,39660
CHICO,CA,Asian,6101
ALAFAYA,FL,Black or African-American,6577
EVERETT,WA,Hispanic or Latino,15889
KENT,WA,Black or African-American,20450
CITRUS HEIGHTS,CA,Hispanic or Latino,14661
WATERLOO,IA,American Indian and Alaska Native,467
KIRKLAND,WA,White,70491
SCHENECTADY,NY,Hispanic or Latino,5957
SAINT PAUL,MN,Black or African-American,54665
LINCOLN,NE,Black or African-American,16445
MUNCIE,IN,White,59962
HIGH POINT,NC,American Indian and Alaska Native,1181
MODESTO,CA,Black or African-American,9869
PHILADELPHIA,PA,White,688130
HILLSBORO,OR,Hispanic or Latino,22169
FONTANA,CA,Hispanic or Latino,156134
TAMPA,FL,Black or African-American,92156
TAMPA,FL,Asian,15814
PERRIS,CA,Hispanic or Latino,54398
ALLEN,PA,White,74187
HAMPTON,VA,White,61753
BOLINGBROOK,IL,Hispanic or Latino,16904
WORCESTER,MA,Black or African-American,27491
FAIRFIELD,CA,Black or African-American,18274
INGLEWOOD,CA,Asian,2712
CONROE,TX,Black or African-American,6713
NEW HAVEN,CT,Hispanic or Latino,43563
MACON,GA,White,64117
YUBA CITY,CA,Asian,15065
DANBURY,CT,Asian,7350
NORTH CHARLESTON,SC,American Indian and Alaska Native,1042
SUFFOLK,VA,White,46458
ATLANTA,GA,White,196316
MOUNT VERNON,NY,Black or African-American,49830
DALLAS,TX,Hispanic or Latino,549966
DALLAS,TX,Asian,47099
COLUMBIA,MD,American Indian and Alaska Native,488
DAVIE,FL,Asian,4581
BISMARCK,ND,Black or African-American,1700
CLEVELAND,OH,Hispanic or Latino,40603
AUSTIN,TX,Asian,78916
HOUSTON,TX,Black or African-American,529431
LAKE FOREST,CA,Asian,16690
STOCKTON,CA,Hispanic or Latino,128216
INDIANAPOLIS,IN,Black or African-American,253932
ONTARIO,CA,Asian,14313
ANTIOCH,CA,Black or African-American,23227
COLUMBUS,GA,Hispanic or Latino,15180
NEW ORLEANS,LA,Black or African-American,234645
ERIE,PA,White,78636
ERIE,PA,Asian,3306
ARLINGTON,TX,American Indian and Alaska Native,2918
EUGENE,OR,White,146807
MOUNTAIN VIEW,CA,Black or African-American,1974
GILBERT,AZ,Hispanic or Latino,39937
ATASCOCITA,TX,Hispanic or Latino,20441
RIVERVIEW,FL,White,60793
MESQUITE,TX,American Indian and Alaska Native,2564
DOTHAN,AL,American Indian and Alaska Native,656
HAMMOND,IN,Hispanic or Latino,25320
NEW ROCHELLE,NY,American Indian and Alaska Native,645
MERIDIAN,ID,Hispanic or Latino,6596
TROY,MI,Hispanic or Latino,2400
PORTSMOUTH,VA,American Indian and Alaska Native,1584
PASADENA,TX,Hispanic or Latino,105871
GREENSBORO,NC,American Indian and Alaska Native,3688
SPRING HILL,FL,American Indian and Alaska Native,1254
THORNTON,CO,White,119264
DEARBORN,MI,Asian,4134
AMARILLO,TX,American Indian and Alaska Native,4260
SPRINGFIELD,MO,White,151686
CHICAGO,IL,White,1374535
GREENVILLE,NC,Hispanic or Latino,4409
ROCK HILL,SC,White,41652
ROCK HILL,SC,Asian,1073
KENDALL,FL,Hispanic or Latino,47521
PALATINE,IL,Hispanic or Latino,18626
FRISCO,TX,American Indian and Alaska Native,2947
CHESAPEAKE,VA,American Indian and Alaska Native,2087
STAMFORD,CT,White,85620
VALLEJO,CA,Asian,34753
PASADENA,CA,White,76525
NAPERVILLE,IL,Hispanic or Latino,4928
LOVELAND,CO,White,71538
LOVELAND,CO,Black or African-American,950
LOVELAND,CO,American Indian and Alaska Native,1029
JOHNSON CITY,TN,Hispanic or Latino,1114
BELLFLOWER,CA,Hispanic or Latino,42472
BELLFLOWER,CA,Black or African-American,12839
GOODYEAR,AZ,Black or African-American,8678
WYOMING,MI,Black or African-American,8839
PROVO,UT,Black or African-American,1062
KENNER,LA,Asian,2729
ARLINGTON,VA,Hispanic or Latino,35911
ANN ARBOR,MI,White,90173
PORTLAND,ME,Black or African-American,5750
SAN CLEMENTE,CA,Hispanic or Latino,10421
DOWNEY,CA,Asian,9776
SUNRISE MANOR,NV,Hispanic or Latino,99838
SUNRISE MANOR,NV,Black or African-American,29483
NEWARK,NJ,Asian,7349
KENT,WA,Hispanic or Latino,21928
NEW BEDFORD,MA,Asian,1811
BRIDGEPORT,CT,Black or African-American,53770
KISSIMMEE,FL,Black or African-American,6623
AKRON,OH,American Indian and Alaska Native,1845
KIRKLAND,WA,Hispanic or Latino,6720
BALDWIN PARK,CA,Hispanic or Latino,56282
WEST COVINA,CA,Black or African-American,3693
OAKLAND,CA,American Indian and Alaska Native,8380
LONGMONT,CO,American Indian and Alaska Native,1682
MODESTO,CA,American Indian and Alaska Native,4388
BATON ROUGE,LA,Black or African-American,122634
CINCINNATI,OH,Hispanic or Latino,9121
CINCINNATI,OH,Black or African-American,133430
PITTSBURGH,PA,Black or African-American,82248
THE WOODLANDS,TX,White,106202
LAREDO,TX,Black or African-American,832
MEMPHIS,TN,Hispanic or Latino,46621
HAMPTON,VA,American Indian and Alaska Native,2534
SANTA MARIA,CA,Black or African-American,1237
TRACY,CA,Black or African-American,5241
